scenario_id,scenario_name,current_query,target_query,is_expected,rank,training_course_id,course_name,level,major,sub,hours,method,confidence_score,confidence_grade,final_score,reasons,direct_unit_evidence,sibling_scope_evidence,goal_direct_hits,goal_token_hits,goal_element_hits,goal_unit_core_hits,training_goal_ksa_score,gap_ksa_score,support_score,penalty_score
14,recruiting_to_compensation,인력채용,임금관리,True,1,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,1,0,7,0,0.1413,0.0236,0.2,0.0
14,recruiting_to_compensation,인력채용,임금관리,True,2,274,급여지급,3,경영·회계·사무,인사,20,집체훈련현장실습,0.708,medium,0.7079,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;practice_delivery_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,1,0,0,0,0.084,0.0145,0.24,0.0
14,recruiting_to_compensation,인력채용,임금관리,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.261,low,0.261,classification_match;delivery_fit;gap_ksa_concept_coverage;non_target_labor_course_penalty;practice_delivery_fit;sibling_classification_link;source_ksa_concept_overlap;target_job_base_signal;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0248,0.0024,0.0,-0.12
14,recruiting_to_compensation,인력채용,임금관리,True,4,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,0.508,medium,0.5076,classification_match;delivery_fit;gap_ksa_concept_coverage;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0248,0.0047,0.18,-0.03
14,recruiting_to_compensation,인력채용,임금관리,False,5,275,복리후생관리,4,경영·회계·사무,인사,20,집체훈련현장실습,0.435,low,0.4345,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;target_qualification_signal;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.12,-0.03
15,recruiting_to_benefits,인력채용,복리후생관리,True,1,275,복리후생관리,4,경영·회계·사무,인사,20,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_ksa_coverage;transition_unit_link,True,True,0,3,0,0,0.0671,0.0,0.2,0.0
15,recruiting_to_benefits,인력채용,복리후생관리,True,2,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,0.571,medium,0.5705,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;target_qualification_signal;target_support_course_hint;time_depth_fit;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.22,0.0
15,recruiting_to_benefits,인력채용,복리후생관리,True,3,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,0.451,low,0.451,classification_match;delivery_fit;sibling_classification_link;target_job_base_signal;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.18,-0.03
15,recruiting_to_benefits,인력채용,복리후생관리,False,4,274,급여지급,3,경영·회계·사무,인사,20,집체훈련현장실습,0.446,low,0.4455,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.14,-0.03
15,recruiting_to_benefits,인력채용,복리후생관리,False,5,276,조직문화관리,4,경영·회계·사무,인사,24,집체훈련,0.4,low,0.3998,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.08,-0.03
16,compensation_to_hr_planning,임금관리,인사기획,True,1,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,2,10,0,0.144,0.0,0.2,0.0
16,compensation_to_hr_planning,임금관리,인사기획,True,2,267,직무관리,5,경영·회계·사무,인사,24,집체훈련현장실습,0.574,medium,0.5735,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;target_support_course_hint;time_depth_fit;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.24,0.0
16,compensation_to_hr_planning,임금관리,인사기획,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.216,low,0.2157,classification_match;delivery_fit;gap_job_base_bridge;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0124,0.0,0.0,-0.12
16,compensation_to_hr_planning,임금관리,인사기획,True,4,268,인력채용,5,경영·회계·사무,인사,30,집체훈련현장실습,0.487,low,0.4873,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.18,-0.03
16,compensation_to_hr_planning,임금관리,인사기획,False,5,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,0.44,low,0.4404,classification_match;current_scope_support_bridge;delivery_fit;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0124,0.0,0.16,-0.07
17,compensation_to_labor_management,임금관리,노무관리,True,1,280,노사관계 계획,5,경영·회계·사무,노무관리,16,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,12,0,0.1489,0.0,0.28,0.0
17,compensation_to_labor_management,임금관리,노무관리,True,2,282,단체교섭준비,5,경영·회계·사무,노무관리,20,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,2,13,0,0.1868,0.0066,0.24,0.0
17,compensation_to_labor_management,임금관리,노무관리,True,3,283,단체교섭,6,경영·회계·사무,노무관리,24,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,2,10,0,0.1856,0.0231,0.22,0.0
17,compensation_to_labor_management,임금관리,노무관리,False,4,286,노사협의회 운영,4,경영·회계·사무,노무관리,12,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,3,18,0,0.2272,0.0,0.18,0.0
17,compensation_to_labor_management,임금관리,노무관리,False,5,281,노사관계 교육훈련,4,경영·회계·사무,노무관리,16,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,2,28,0,0.32,0.0,0.14,0.0
18,compensation_to_benefits,임금관리,복리후생관리,True,1,275,복리후생관리,4,경영·회계·사무,인사,20,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_ksa_coverage;transition_unit_link,True,True,0,3,0,0,0.0671,0.0,0.2,0.0
18,compensation_to_benefits,임금관리,복리후생관리,True,2,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,0.528,medium,0.5275,classification_match;current_scope_support_bridge;delivery_fit;level_fit;sibling_classification_link;target_job_base_signal;target_qualification_signal;target_support_course_hint;time_depth_fit;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.22,-0.04
18,compensation_to_benefits,임금관리,복리후생관리,False,3,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,0.451,low,0.451,classification_match;delivery_fit;sibling_classification_link;target_job_base_signal;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.18,-0.03
18,compensation_to_benefits,임금관리,복리후생관리,True,4,274,급여지급,3,경영·회계·사무,인사,20,집체훈련현장실습,0.443,low,0.4425,classification_match;delivery_fit;level_fit;sibling_classification_link;target_job_base_signal;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.14,-0.03
18,compensation_to_benefits,임금관리,복리후생관리,False,5,276,조직문화관리,4,경영·회계·사무,인사,24,집체훈련,0.4,low,0.3998,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.08,-0.03
19,benefits_to_compensation,복리후생관리,임금관리,True,1,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,1,0,7,0,0.1413,0.0236,0.2,0.0
19,benefits_to_compensation,복리후생관리,임금관리,True,2,274,급여지급,3,경영·회계·사무,인사,20,집체훈련현장실습,0.716,medium,0.7159,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;practice_delivery_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,1,0,0,0,0.084,0.0145,0.24,0.0
19,benefits_to_compensation,복리후생관리,임금관리,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.272,low,0.272,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;non_target_labor_course_penalty;practice_delivery_fit;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0248,0.0024,0.0,-0.12
19,benefits_to_compensation,복리후생관리,임금관리,False,4,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,0.519,medium,0.5186,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0248,0.0047,0.18,-0.03
19,benefits_to_compensation,복리후생관리,임금관리,True,5,275,복리후생관리,4,경영·회계·사무,인사,20,집체훈련현장실습,0.392,low,0.3915,classification_match;current_scope_support_bridge;delivery_fit;level_fit;sibling_classification_link;target_job_base_signal;target_qualification_signal;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.12,-0.07
20,benefits_to_hr_planning,복리후생관리,인사기획,True,1,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,2,10,0,0.144,0.0,0.2,0.0
20,benefits_to_hr_planning,복리후생관리,인사기획,True,2,267,직무관리,5,경영·회계·사무,인사,24,집체훈련현장실습,0.574,medium,0.5735,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;target_support_course_hint;time_depth_fit;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.24,0.0
20,benefits_to_hr_planning,복리후생관리,인사기획,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.232,low,0.2317,classification_match;delivery_fit;gap_job_base_bridge;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0124,0.0,0.0,-0.12
20,benefits_to_hr_planning,복리후생관리,인사기획,False,4,268,인력채용,5,경영·회계·사무,인사,30,집체훈련현장실습,0.503,medium,0.5033,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.18,-0.03
20,benefits_to_hr_planning,복리후생관리,인사기획,True,5,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,0.491,low,0.4914,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0124,0.0,0.16,-0.03
21,benefits_to_labor_management,복리후생관리,노무관리,True,1,280,노사관계 계획,5,경영·회계·사무,노무관리,16,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,12,0,0.1489,0.0,0.28,0.0
21,benefits_to_labor_management,복리후생관리,노무관리,True,2,282,단체교섭준비,5,경영·회계·사무,노무관리,20,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,2,13,0,0.1868,0.0066,0.24,0.0
21,benefits_to_labor_management,복리후생관리,노무관리,False,3,283,단체교섭,6,경영·회계·사무,노무관리,24,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,2,10,0,0.1856,0.0231,0.22,0.0
21,benefits_to_labor_management,복리후생관리,노무관리,True,4,286,노사협의회 운영,4,경영·회계·사무,노무관리,12,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,3,18,0,0.2272,0.0,0.18,0.0
21,benefits_to_labor_management,복리후생관리,노무관리,False,5,281,노사관계 교육훈련,4,경영·회계·사무,노무관리,16,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,2,28,0,0.32,0.0,0.14,0.0
22,hrd_to_hr_planning,교육훈련운영,인사기획,True,1,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,2,10,0,0.144,0.0,0.2,0.0
22,hrd_to_hr_planning,교육훈련운영,인사기획,True,2,267,직무관리,5,경영·회계·사무,인사,24,집체훈련현장실습,0.578,medium,0.5775,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;target_support_course_hint;time_depth_fit;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.24,0.0
22,hrd_to_hr_planning,교육훈련운영,인사기획,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.234,low,0.2337,classification_match;delivery_fit;gap_job_base_bridge;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0124,0.0,0.0,-0.12
22,hrd_to_hr_planning,교육훈련운영,인사기획,False,4,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,0.505,medium,0.5054,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0124,0.0,0.16,-0.03
22,hrd_to_hr_planning,교육훈련운영,인사기획,True,5,268,인력채용,5,경영·회계·사무,인사,30,집체훈련현장실습,0.505,medium,0.5053,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.18,-0.03
23,hrd_to_recruiting,교육훈련운영,인력채용,True,1,268,인력채용,5,경영·회계·사무,인사,30,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;transition_unit_link,True,True,0,1,0,0,0.0224,0.0,0.2,0.0
23,hrd_to_recruiting,교육훈련운영,인력채용,True,2,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,0.584,medium,0.5837,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0124,0.0,0.22,0.0
23,hrd_to_recruiting,교육훈련운영,인력채용,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.272,low,0.2721,classification_match;delivery_fit;gap_job_base_bridge;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,1,0,0,0,0.0315,0.0,0.0,-0.12
23,hrd_to_recruiting,교육훈련운영,인력채용,False,4,280,노사관계 계획,5,경영·회계·사무,노무관리,16,집체훈련,0.26,low,0.2598,classification_match;delivery_fit;gap_job_base_bridge;level_fit;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.0,-0.12
23,hrd_to_recruiting,교육훈련운영,인력채용,True,5,267,직무관리,5,경영·회계·사무,인사,24,집체훈련현장실습,0.535,medium,0.535,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;target_qualification_signal;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.2,-0.03
24,hrd_to_compensation,교육훈련운영,임금관리,True,1,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,1,0,7,0,0.1413,0.0236,0.2,0.0
24,hrd_to_compensation,교육훈련운영,임금관리,True,2,274,급여지급,3,경영·회계·사무,인사,20,집체훈련현장실습,0.73,medium,0.7299,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;practice_delivery_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,1,0,0,0,0.084,0.0145,0.24,0.0
24,hrd_to_compensation,교육훈련운영,임금관리,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.286,low,0.286,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;non_target_labor_course_penalty;practice_delivery_fit;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0248,0.0024,0.0,-0.12
24,hrd_to_compensation,교육훈련운영,임금관리,True,4,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,0.533,medium,0.5326,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0248,0.0047,0.18,-0.03
24,hrd_to_compensation,교육훈련운영,임금관리,False,5,275,복리후생관리,4,경영·회계·사무,인사,20,집체훈련현장실습,0.451,low,0.4505,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;target_qualification_signal;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.12,-0.03
25,hr_planning_to_recruiting,인사기획,인력채용,True,1,268,인력채용,5,경영·회계·사무,인사,30,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_qualification_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;transition_unit_link,True,True,0,1,0,0,0.0224,0.0,0.2,0.0
25,hr_planning_to_recruiting,인사기획,인력채용,True,2,267,직무관리,5,경영·회계·사무,인사,24,집체훈련현장실습,0.59,medium,0.59,classification_match;delivery_fit;gap_job_base_bridge;gap_qualification_bridge;level_fit;sibling_classification_link;target_support_course_hint;time_depth_fit;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.2,0.0
25,hr_planning_to_recruiting,인사기획,인력채용,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.258,low,0.2581,classification_match;delivery_fit;gap_job_base_bridge;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,1,0,0,0,0.0315,0.0,0.0,-0.12
25,hr_planning_to_recruiting,인사기획,인력채용,False,4,282,단체교섭준비,5,경영·회계·사무,노무관리,20,집체훈련현장실습,0.25,low,0.2498,classification_match;delivery_fit;gap_job_base_bridge;level_fit;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.0,-0.12
25,hr_planning_to_recruiting,인사기획,인력채용,True,5,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,0.489,low,0.4887,classification_match;current_scope_support_bridge;delivery_fit;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0124,0.0,0.22,-0.07
26,hr_planning_to_compensation,인사기획,임금관리,True,1,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;gap_qualification_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,1,0,7,0,0.1413,0.0236,0.2,0.0
26,hr_planning_to_compensation,인사기획,임금관리,True,2,274,급여지급,3,경영·회계·사무,인사,20,집체훈련현장실습,0.708,medium,0.7079,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;practice_delivery_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,1,0,0,0,0.084,0.0145,0.24,0.0
26,hr_planning_to_compensation,인사기획,임금관리,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.272,low,0.272,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;non_target_labor_course_penalty;practice_delivery_fit;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0248,0.0024,0.0,-0.12
